"dataset","object_type","cell_line","sampleid","tissueid","mod_tissueid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","cellosaurus.disease","Cellosaurus.Accession.id","cellosaurus.cvcl_id","cellosaurus.depmap_id","cellosaurus.category","cellosaurus.sex","cellosaurus.age","cellosaurus.metastatic_site","CellLine.Type","Metastatic","n_data_types","has_rnaseq","has_mrna","has_mutation","has_cnv","has_drug","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","PharmacoDB.id","cellosaurus.synonyms","cellosaurus.ncit_id","cellosaurus.cellosaurus.synonyms","cellosaurus.cellosaurus.cvcl_id","cellosaurus.cellosaurus.disease","cellosaurus.cellosaurus.ncit_id","cellosaurus.cellosaurus.category","cellosaurus.cellosaurus.depmap_id","cellosaurus.cellosaurus.sex","cellosaurus.cellosaurus.age","cellosaurus.cellosaurus.metastatic_site","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","EMT","DoublingTime","SeedingDensity","isBlood","isBone","isBone.Marrow","isBrain","isBreast","isCervix","isColon","isConnective.Tissue","isEsophagus","isHead.and.Neck","isKidney","isLiver","isLung","isLymphoid","isMuscle","isOvary","isPancreas","isProstate","isSkin","isSmall.Intestine","isStomach","isUnclassified","isUninary","isUterus","DNADamageMutation","PI3K","MAPK","Sample.Name","GDSC..Tissue.descriptor.1","GDSC..Tissue..descriptor.2","Cancer.Type...matching.TCGA.label.","COSMIC.identifier","Whole.Exome.Sequencing..WES.","Copy.Number.Alterations..CNA.","Gene.Expression","Methylation","Drug..Response","Microsatellite...instability.Status..MSI.","Screen.Medium","Growth.Properties","has_rna","PRISM.sampleid","PRISM.tissueid","depmap_id","primary_tissue","secondary_tissue","tertiary_tissue","passed_str_profiling"
"CTRPv2_2015","SE","Yamato-SS","Yamato-SS","Soft Tissue","Soft Tissue",NA,"Biphasic synovial sarcoma","Biphasic synovial sarcoma","CVCL_6C44","CVCL_6C44","ACH-001277","Cancer cell line","Male","30Y"," Lung ","Cancer cell line","TRUE",1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YAMATO_1678_2019","'YAMATO','Yamato'","C4279","'YAMATO','Yamato'","CVCL_6C44","Biphasic synovial sarcoma","C4279","Cancer cell line","ACH-001277","Male","30Y"," Lung ","155826","YAMATO","collaborator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","105KC","105KC","Bone","Bone","cartilage","Myxoid chondrosarcoma","Chondrosarcoma","CVCL_M605","CVCL_M605",NA,"Cancer cell line","Male","66Y",NA,"Cancer cell line",NA,3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105KC_1_2019","'105 KC','KC'","C2946","'105 KC','KC'","CVCL_M605","Chondrosarcoma","C2946","Cancer cell line",NA,"Male","66Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","143B","143B","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_2270","CVCL_2270","ACH-001001","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143B_3_2019","'143b','143 B','143B TK-','143B.TK-','143BTK-','143TK-','HOS-143B','HOS-143b','GM05887','GM05887A'","C9145","'143b','143 B','143B TK-','143B.TK-','143BTK-','143TK-','HOS-143B','HOS-143b','GM05887','GM05887A'","CVCL_2270","Osteosarcoma","C9145","Cancer cell line","ACH-001001","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","A-673","A-673","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0080","CVCL_0080","ACH-000052","Cancer cell line","Female","15Y",NA,"Cancer cell line",NA,4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A673_49_2019","'A673','RMS 1598','RMS1598'","C4817","'A673','RMS 1598','RMS1598'","CVCL_0080","Ewing sarcoma","C4817","Cancer cell line","ACH-000052","Female","15Y",NA,NA,NA,NA,NA,NA,NA,"-1.21569580222151","-1.1574780330068","-0.221373518604281","-0.31391439896664","-0.0820889349120519","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","15.7268774337408","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","-0.982434321308896","1.35260822593572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","HT-1080","HT-1080","Soft Tissue","Soft Tissue","soft_tissue","Fibrosarcoma","Fibrosarcoma","CVCL_0317","CVCL_0317","ACH-000054","Cancer cell line","Male","35Y",NA,"Cancer cell line",NA,4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT1080_625_2019","'Ht-1080','HT 1080','HT1080','HT 1080.T'","C3043","'Ht-1080','HT 1080','HT1080','HT 1080.T'","CVCL_0317","Fibrosarcoma","C3043","Cancer cell line","ACH-000054","Male","35Y",NA,NA,NA,NA,NA,NA,NA,"-0.983778747634667","-1.3782554021834","-0.940303376284272","-0.31391439896664","-0.0820889349120519","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","1.74649750244654","-0.193653860693474","-0.0635001780635566","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","1.36225790981074","-0.982434321308896","1.35260822593572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","JJ012","JJ012","Bone","Bone","cartilage","Primary central chondrosarcoma","Primary central chondrosarcoma","CVCL_D605","CVCL_D605",NA,"Cancer cell line","Male","39Y",NA,"Cancer cell line",NA,3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JJ012_705_2019","'JJO12','JJ'","C7155","'JJO12','JJ'","CVCL_D605","Primary central chondrosarcoma","C7155","Cancer cell line",NA,"Male","39Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","MES-SA","MES-SA","Uterus","Soft Tissue","endometrium","Uterine corpus sarcoma","Uterine corpus sarcoma","CVCL_1404","CVCL_1404","ACH-000449","Cancer cell line","Female","56Y",NA,"Cancer cell line",NA,2,FALSE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MESSA_916_2019","'MESSA'","C6339","'MESSA'","CVCL_1404","Uterine corpus sarcoma","C6339","Cancer cell line","ACH-000449","Female","56Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","MG-63","MG-63","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0426","CVCL_0426","ACH-000359","Cancer cell line","Male","14Y"," Bone; left femur ","Cancer cell line",NA,4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG63_924_2019","'M-G63','MG63'","C9145","'M-G63','MG63'","CVCL_0426","Osteosarcoma","C9145","Cancer cell line","ACH-000359","Male","14Y"," Bone; left femur ",NA,NA,NA,NA,NA,NA,"-1.35098162127448","-0.642330838261391","-0.850027863901554","-0.31391439896664","12.1655801539661","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","-0.0635001780635566","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","-0.982434321308896","-0.738098397401473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","MHH-ES-1","MHH-ES-1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1411","CVCL_1411","ACH-000391","Cancer cell line","Male","12Y"," Ascites ","Cancer cell line","TRUE",4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHHES1_928_2019","'MHH-ES1','MHHES1'","C4817","'MHH-ES1','MHHES1'","CVCL_1411","Ewing sarcoma","C4817","Cancer cell line","ACH-000391","Male","12Y"," Ascites ",NA,NA,NA,NA,NA,NA,"-0.984858872166305","-0.715923294653592","-0.407537528595587","-0.31391439896664","12.1655801539661","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","-0.0635001780635566","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","-0.982434321308896","-0.738098397401473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","Rh30","Rh30","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_0041","CVCL_0041","ACH-000833","Cancer cell line","Male","17Y"," Bone marrow ","Cancer cell line","TRUE",3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH30_1312_2019","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","C3749","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","CVCL_0041","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000833","Male","17Y"," Bone marrow ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","RKN","RKN","Soft Tissue","Soft Tissue","soft_tissue","Ovarian leiomyosarcoma","Ovarian leiomyosarcoma","CVCL_3156","CVCL_3156","ACH-000505","Cancer cell line","Female","45Y",NA,"Cancer cell line",NA,4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RKN_1315_2019",NA,"C5234",NA,"CVCL_3156","Ovarian leiomyosarcoma","C5234","Cancer cell line","ACH-000505","Female","45Y",NA,NA,NA,NA,NA,NA,NA,"-1.20378045179091","-0.421553469084788","-0.831317913148659","-0.31391439896664","-0.0820889349120519","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","-0.0635001780635566","3.68906270207334","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","1.01631136687127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","SJSA-1","SJSA-1","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1697","CVCL_1697","ACH-000748","Cancer cell line","Male","19Y",NA,"Cancer cell line",NA,2,FALSE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SJSA1_1382_2019","'SJSA1','SJSA','OsA-CL','OSA-CL','OsACL','OSACL','Os-A','OSA','OsA'","C9145","'SJSA1','SJSA','OsA-CL','OSA-CL','OsACL','OSACL','Os-A','OSA','OsA'","CVCL_1697","Osteosarcoma","C9145","Cancer cell line","ACH-000748","Male","19Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","SW982","SW982","Soft Tissue","Soft Tissue","soft_tissue","Biphasic synovial sarcoma","Biphasic synovial sarcoma","CVCL_1734","CVCL_1734","ACH-001274","Cancer cell line","Female","25Y",NA,"Cancer cell line",NA,3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW982_1552_2019","'SW-982','SW 982'","C4279","'SW-982','SW 982'","CVCL_1734","Biphasic synovial sarcoma","C4279","Cancer cell line","ACH-001274","Female","25Y",NA,NA,NA,NA,NA,NA,NA,"-1.12012004741951","0.0935937256606208","-0.542716922785253","-0.31391439896664","-0.0820889349120519","-0.0733730826554443","-0.221721569641592","2.51102808650186","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","-0.0635001780635566","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","-0.982434321308896","1.35260822593572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","TC-71","TC-71","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_2213","CVCL_2213","ACH-000424","Cancer cell line","Male","22Y",NA,"Cancer cell line",NA,4,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TC71_1567_2019","'TC71','GM11654'","C4817","'TC71','GM11654'","CVCL_2213","Ewing sarcoma","C4817","Cancer cell line","ACH-000424","Male","22Y",NA,NA,NA,NA,NA,NA,NA,"-1.1261291834272","-1.74621768414441","-0.903818972316127","-0.31391439896664","12.1655801539661","-0.0733730826554443","-0.221721569641592","-0.397709417427313","-0.097260281777018","-0.276363090172696","-0.0518128226912211","-0.116484949428206","-0.143151421086038","-0.138202913917387","-0.147947381792332","-0.571807011477158","-0.193653860693474","-0.0635001780635566","-0.270708198281641","-0.240993923629225","-0.0733730826554443","-0.267848429945559","-0.0366126012969106","-0.204556290223048","-0.0899846616401001","-0.0899846616401001","-0.133084786269302","-0.733091370021862","-0.982434321308896","-0.738098397401473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gCSI_2019","MAE","U2OS","U2OS","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0042","CVCL_0042","ACH-000364","Cancer cell line","Female","15Y",NA,"Cancer cell line",NA,3,TRUE,NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U2OS_1619_2019","'U-2 OS','U-2OS','U-2-OS','U2-OS','U20-S','U20S','2T'","C9145","'U-2 OS','U-2OS','U-2-OS','U2-OS','U20-S','U20S','2T'","CVCL_0042","Osteosarcoma","C9145","Cancer cell line","ACH-000364","Female","15Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","143B","143B","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_2270","CVCL_2270","ACH-001001","Cancer cell line","Female","13Y",NA,"Cancer cell line",NA,3,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143B_3_2019","'143b','143 B','143B TK-','143B.TK-','143BTK-','143TK-','HOS-143B','HOS-143b','GM05887','GM05887A'","C9145","'143b','143 B','143B TK-','143B.TK-','143BTK-','143TK-','HOS-143B','HOS-143b','GM05887','GM05887A'","CVCL_2270","Osteosarcoma","C9145","Cancer cell line","ACH-001001","Female","13Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","A-204","A-204","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_1058","CVCL_1058","ACH-000201","Cancer cell line","Female","1Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A204_37_2019","'A204'","C8971","'A204'","CVCL_1058","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000201","Female","1Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A204","soft_tissue","rhabdomyosarcoma",NA,"910784","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","A-673","A-673","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0080","CVCL_0080","ACH-000052","Cancer cell line","Female","15Y",NA,"Cancer cell line",NA,4,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A673_49_2019","'A673','RMS 1598','RMS1598'","C4817","'A673','RMS 1598','RMS1598'","CVCL_0080","Ewing sarcoma","C4817","Cancer cell line","ACH-000052","Female","15Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A673","soft_tissue","rhabdomyosarcoma",NA,"684052","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CADO-ES1","CADO-ES1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1103","CVCL_1103","ACH-000210","Cancer cell line","Female","19Y"," Pleural effusion ","Cancer cell line","TRUE",3,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CADOES1_162_2019","'CADO-ES-1','Cado-ES-1','CADO ES1','CADOES1','CADO-ES','Cado-ES','ESCADO1','Center for Adult Diseases Osaka-Ewing Sarcoma 1'","C4817","'CADO-ES-1','Cado-ES-1','CADO ES1','CADOES1','CADO-ES','Cado-ES','ESCADO1','Center for Adult Diseases Osaka-Ewing Sarcoma 1'","CVCL_1103","Ewing sarcoma","C4817","Cancer cell line","ACH-000210","Female","19Y"," Pleural effusion ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CADO-ES1","bone","ewings_sarcoma",NA,"753539","Y","Y","Y","Y","Y","MSS/MSI-L","R","Suspension",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CAL-72","CAL-72","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1113","CVCL_1113","ACH-001715","Cancer cell line","Male","10Y",NA,"Cancer cell line",NA,5,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAL72_175_2019","'CAL 72','CAL72','Cal72','Centre Antoine Lacassagne-72'","C9145","'CAL 72','CAL72','Cal72','Centre Antoine Lacassagne-72'","CVCL_1113","Osteosarcoma","C9145","Cancer cell line","ACH-001715","Male","10Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAL-72","bone","osteosarcoma",NA,"906827","Y","Y","Y","Y","Y","MSS/MSI-L","D/F12","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CAL-78","CAL-78","Bone","Bone","soft_tissue","Dedifferentiated chondrosarcoma","Dedifferentiated chondrosarcoma","CVCL_1809","CVCL_1809","ACH-000516","Cancer cell line","Male","76Y",NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAL78_176_2019","'CAL 78','CAL78','Centre Antoine Lacassagne-78'","C6476","'CAL 78','CAL78','Centre Antoine Lacassagne-78'","CVCL_1809","Dedifferentiated chondrosarcoma","C6476","Cancer cell line","ACH-000516","Male","76Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAL-78","bone","chondrosarcoma",NA,"1290765","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CHSA0011","CHSA0011","Bone","Bone","bone","Chondrosarcoma","Chondrosarcoma","CVCL_X483","CVCL_X483","ACH-002092","Cancer cell line","Male",NA,NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA0011_201_2019","'CHSA 0011'","C2946","'CHSA 0011'","CVCL_X483","Chondrosarcoma","C2946","Cancer cell line","ACH-002092","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA0011","bone","chondrosarcoma",NA,"1290767","Y","Y","Y","N","Y",NA,"R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CHSA0108","CHSA0108","Bone","Bone","bone","Chondrosarcoma","Chondrosarcoma","CVCL_X484","CVCL_X484","ACH-002093","Cancer cell line","Male",NA,NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA0108_202_2019","'CHSA 0108'","C2946","'CHSA 0108'","CVCL_X484","Chondrosarcoma","C2946","Cancer cell line","ACH-002093","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA0108","bone","chondrosarcoma",NA,"1290768","Y","Y","Y","N","Y",NA,"R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
"GDSC_2020(v1-8.2)","MAE","CHSA8926","CHSA8926","Bone","Bone","other","Chondrosarcoma","Chondrosarcoma","CVCL_X485","CVCL_X485","ACH-002094","Cancer cell line","Male",NA,NA,"Cancer cell line",NA,4,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA8926_203_2019","'CHSA 8926'","C2946","'CHSA 8926'","CVCL_X485","Chondrosarcoma","C2946","Cancer cell line","ACH-002094","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHSA8926","bone","chondrosarcoma",NA,"1303912","Y","Y","Y","Y","Y","MSS/MSI-L","R","Adherent",NA,NA,NA,NA,NA,NA,NA,NA
