"dataset","object_type","cell_line","sampleid","tissueid","mod_tissueid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","cellosaurus.disease","Cellosaurus.Accession.id","cellosaurus.cvcl_id","cellosaurus.depmap_id","cellosaurus.category","cellosaurus.sex","cellosaurus.age","cellosaurus.metastatic_site","CellLine.Type","Metastatic","n_data_types","has_rnaseq","has_mrna","has_mutation","has_cnv","has_drug","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","PharmacoDB.id","cellosaurus.synonyms","cellosaurus.ncit_id","cellosaurus.cellosaurus.synonyms","cellosaurus.cellosaurus.cvcl_id","cellosaurus.cellosaurus.disease","cellosaurus.cellosaurus.ncit_id","cellosaurus.cellosaurus.category","cellosaurus.cellosaurus.depmap_id","cellosaurus.cellosaurus.sex","cellosaurus.cellosaurus.age","cellosaurus.cellosaurus.metastatic_site","master_ccl_id","ccl_name","ccl_availability","ccle_primary_site","ccle_primary_hist","ccle_hist_subtype_1","EMT","DoublingTime","SeedingDensity","isBlood","isBone","isBone.Marrow","isBrain","isBreast","isCervix","isColon","isConnective.Tissue","isEsophagus","isHead.and.Neck","isKidney","isLiver","isLung","isLymphoid","isMuscle","isOvary","isPancreas","isProstate","isSkin","isSmall.Intestine","isStomach","isUnclassified","isUninary","isUterus","DNADamageMutation","PI3K","MAPK","Sample.Name","GDSC..Tissue.descriptor.1","GDSC..Tissue..descriptor.2","Cancer.Type...matching.TCGA.label.","COSMIC.identifier","Whole.Exome.Sequencing..WES.","Copy.Number.Alterations..CNA.","Gene.Expression","Methylation","Drug..Response","Microsatellite...instability.Status..MSI.","Screen.Medium","Growth.Properties","has_rna","PRISM.sampleid","PRISM.tissueid","depmap_id","primary_tissue","secondary_tissue","tertiary_tissue","passed_str_profiling"
"CTRPv2_2015","SE","Hs 729.T","Hs 729.T","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_0871","CVCL_0871","ACH-000133","Cancer cell line","Male","74Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs729_590_2019","'Hs 729','HS-729','Hs729','HS729','Hs-729-T','Hs 729T','Hs729T','HS729T'","C8971","'Hs 729','HS-729','Hs729','HS729','Hs-729-T','Hs 729T','Hs729T','HS729T'","CVCL_0871","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000133","Male","74Y",NA,"414","HS729","ccle;public","soft_tissue","rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","Hs 822.T","Hs 822.T","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0933","CVCL_0933","ACH-000229","Cancer cell line","Female","9Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs822.T_599_2019","'Hs-822-T','Hs822T','HS822T'","C4817","'Hs-822-T','Hs822T','HS822T'","CVCL_0933","Ewing sarcoma","C4817","Cancer cell line","ACH-000229","Female","9Y",NA,"424","HS822T","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","Hs 888.T","Hs 888.T","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0979","CVCL_0979","ACH-000154","Cancer cell line","Male","20Y"," Lung ","Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs888.T_606_2019","'Hs-888-T','Hs888T','HS888T'","C9145","'Hs-888-T','Hs888T','HS888T'","CVCL_0979","Osteosarcoma","C9145","Cancer cell line","ACH-000154","Male","20Y"," Lung ","432","HS888T","ccle;public","bone","osteosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","HT-1080","HT-1080","Soft Tissue","Soft Tissue","soft_tissue","Fibrosarcoma","Fibrosarcoma","CVCL_0317","CVCL_0317","ACH-000054","Cancer cell line","Male","35Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HT1080_625_2019","'Ht-1080','HT 1080','HT1080','HT 1080.T'","C3043","'Ht-1080','HT 1080','HT1080','HT 1080.T'","CVCL_0317","Fibrosarcoma","C3043","Cancer cell line","ACH-000054","Male","35Y",NA,"446","HT1080","ccle;public","soft_tissue","fibrosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","KYM-1","KYM-1","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_3007","CVCL_3007","ACH-000607","Cancer cell line","Male","9M",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KYM1_799_2019","'Kym-1','KYM1'","C8971","'Kym-1','KYM1'","CVCL_3007","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000607","Male","9M",NA,"578","KYM1","ccle;public","soft_tissue","rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","MES-SA","MES-SA","Uterus","Soft Tissue","endometrium","Uterine corpus sarcoma","Uterine corpus sarcoma","CVCL_1404","CVCL_1404","ACH-000449","Cancer cell line","Female","56Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MESSA_916_2019","'MESSA'","C6339","'MESSA'","CVCL_1404","Uterine corpus sarcoma","C6339","Cancer cell line","ACH-000449","Female","56Y",NA,"668","MESSA","ccle;public","soft_tissue","sarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","MG-63","MG-63","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0426","CVCL_0426","ACH-000359","Cancer cell line","Male","14Y"," Bone; left femur ","Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG63_924_2019","'M-G63','MG63'","C9145","'M-G63','MG63'","CVCL_0426","Osteosarcoma","C9145","Cancer cell line","ACH-000359","Male","14Y"," Bone; left femur ","673","MG63","ccle;public","bone","osteosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","MHH-ES-1","MHH-ES-1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_1411","CVCL_1411","ACH-000391","Cancer cell line","Male","12Y"," Ascites ","Cancer cell line","TRUE",1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MHHES1_928_2019","'MHH-ES1','MHHES1'","C4817","'MHH-ES1','MHHES1'","CVCL_1411","Ewing sarcoma","C4817","Cancer cell line","ACH-000391","Male","12Y"," Ascites ","677","MHHES1","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","RD","RD","Soft Tissue","Soft Tissue","soft_tissue","Embryonal rhabdomyosarcoma","Embryonal rhabdomyosarcoma","CVCL_1649","CVCL_1649","ACH-000169","Cancer cell line","Female","7Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RD_1296_2019","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","C8971","'R D','RD-2','RD 2','130T','130-T','130 T','TE-32','TE 32','TE32','TE 32.T','Te 32.T'","CVCL_1649","Embryonal rhabdomyosarcoma","C8971","Cancer cell line","ACH-000169","Female","7Y",NA,"961","RD","ccle;public","soft_tissue","rhabdomyosarcoma","embryonal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","RD-ES","RD-ES","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_2169","CVCL_2169","ACH-000041","Cancer cell line","Male","19Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RDES_1297_2019","'RDES','RDES-1'","C4817","'RDES','RDES-1'","CVCL_2169","Ewing sarcoma","C4817","Cancer cell line","ACH-000041","Male","19Y",NA,"963","RDES","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","Rh18","Rh18","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_1659","CVCL_1659","ACH-000689","Cancer cell line","Female","2Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH18_1311_2019","'RH18','RH-18','Rh-18','Rh 18','SJRH-18','SJRH18'","C3749","'RH18','RH-18','Rh-18','Rh 18','SJRH-18','SJRH18'","CVCL_1659","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000689","Female","2Y",NA,"973","RH18","ccle;public","soft_tissue","rhabdomyosarcoma","alveolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","Rh30","Rh30","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_0041","CVCL_0041","ACH-000833","Cancer cell line","Male","17Y"," Bone marrow ","Cancer cell line","TRUE",1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH30_1312_2019","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","C3749","'RH30','RH-30','Rh-30','RH30SJ','SJRH-30','SJRH30','SJ-RH30','SJ-Rh 30','SJRH 30','SJCRH30','RC13','RMS-13, RMS 13','RMS13'","CVCL_0041","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000833","Male","17Y"," Bone marrow ","975","RH30","ccle;public","soft_tissue","rhabdomyosarcoma","alveolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","Rh41","Rh41","Soft Tissue","Soft Tissue","soft_tissue","Alveolar rhabdomyosarcoma","Alveolar rhabdomyosarcoma","CVCL_2176","CVCL_2176","ACH-000100","Cancer cell line","Female","7Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RH41_1313_2019","'RH41','RH-41','Rh-41','SJ-Rh41'","C3749","'RH41','RH-41','Rh-41','SJ-Rh41'","CVCL_2176","Alveolar rhabdomyosarcoma","C3749","Cancer cell line","ACH-000100","Female","7Y",NA,"976","RH41","ccle;public","soft_tissue","rhabdomyosarcoma","alveolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","RKN","RKN","Soft Tissue","Soft Tissue","soft_tissue","Ovarian leiomyosarcoma","Ovarian leiomyosarcoma","CVCL_3156","CVCL_3156","ACH-000505","Cancer cell line","Female","45Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RKN_1315_2019",NA,"C5234",NA,"CVCL_3156","Ovarian leiomyosarcoma","C5234","Cancer cell line","ACH-000505","Female","45Y",NA,"978","RKN","ccle;public","soft_tissue","leiomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SaOS-2","SaOS-2","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0548","CVCL_0548","ACH-000410","Cancer cell line","Female","11Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saos2_1343_2019","'SAOS-2','Saos-2','SAOS 2','Saos 2','Saos2','SaOs2','SAOS2','Sarcoma OSteogenic-2','SaOS','SAOS'","C9145","'SAOS-2','Saos-2','SAOS 2','Saos 2','Saos2','SaOs2','SAOS2','Sarcoma OSteogenic-2','SaOS','SAOS'","CVCL_0548","Osteosarcoma","C9145","Cancer cell line","ACH-000410","Female","11Y",NA,"1004","SAOS2","ccle;public","bone","osteosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SJSA-1","SJSA-1","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_1697","CVCL_1697","ACH-000748","Cancer cell line","Male","19Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SJSA1_1382_2019","'SJSA1','SJSA','OsA-CL','OSA-CL','OsACL','OSACL','Os-A','OSA','OsA'","C9145","'SJSA1','SJSA','OsA-CL','OSA-CL','OsACL','OSACL','Os-A','OSA','OsA'","CVCL_1697","Osteosarcoma","C9145","Cancer cell line","ACH-000748","Male","19Y",NA,"1032","SJSA1","ccle;public","bone","osteosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SK-ES-1","SK-ES-1","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_0627","CVCL_0627","ACH-000087","Cancer cell line","Male","18Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKES1_1387_2019","'Sk-Es-1','Sk-ES-1','SK ES 01','SK-ES1','SKES-1','SKES1','SK-ES'","C4817","'Sk-Es-1','Sk-ES-1','SK ES 01','SK-ES1','SKES-1','SKES1','SK-ES'","CVCL_0627","Ewing sarcoma","C4817","Cancer cell line","ACH-000087","Male","18Y",NA,"1035","SKES1","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SK-LMS-1","SK-LMS-1","Soft Tissue","Soft Tissue","soft_tissue","Vulvar leiomyosarcoma","Vulvar leiomyosarcoma","CVCL_0628","CVCL_0628","ACH-000145","Cancer cell line","Female","43Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKLMS1_1391_2019","'SKLMS-1','SKLMS1'","C40318","'SKLMS-1','SKLMS1'","CVCL_0628","Vulvar leiomyosarcoma","C40318","Cancer cell line","ACH-000145","Female","43Y",NA,"1037","SKLMS1","ccle;public","soft_tissue","sarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SK-UT-1","SK-UT-1","Uterus","Soft Tissue","soft_tissue","Uterine corpus leiomyosarcoma","Uterine corpus leiomyosarcoma","CVCL_0533","CVCL_0533","ACH-000939","Cancer cell line","Female","75Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKUT1_1415_2019","'SK UT 1','SKUT-1','SKUT1','Skut1'","C6340","'SK UT 1','SKUT-1','SKUT1','Skut1'","CVCL_0533","Uterine corpus leiomyosarcoma","C6340","Cancer cell line","ACH-000939","Female","75Y",NA,"1063","SKUT1","ccle;public","soft_tissue","leiomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SW1353","SW1353","Bone","Bone","bone","Primary central chondrosarcoma","Primary central chondrosarcoma","CVCL_0543","CVCL_0543","ACH-000418","Cancer cell line","Female","72Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW1353_1525_2019","'SW-1353','SW 1353'","C7155","'SW-1353','SW 1353'","CVCL_0543","Primary central chondrosarcoma","C7155","Cancer cell line","ACH-000418","Female","72Y",NA,"1154","SW1353","ccle;public","bone","chondrosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SW982","SW982","Soft Tissue","Soft Tissue","soft_tissue","Biphasic synovial sarcoma","Biphasic synovial sarcoma","CVCL_1734","CVCL_1734","ACH-001274","Cancer cell line","Female","25Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SW982_1552_2019","'SW-982','SW 982'","C4279","'SW-982','SW 982'","CVCL_1734","Biphasic synovial sarcoma","C4279","Cancer cell line","ACH-001274","Female","25Y",NA,"150887","SW982","collaborator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","SYO-1","SYO-1","Soft Tissue","Soft Tissue",NA,"Biphasic synovial sarcoma","Biphasic synovial sarcoma","CVCL_7146","CVCL_7146","ACH-001275","Cancer cell line","Female","19Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYO1_1553_2019","'SYO-I','SYO1'","C4279","'SYO-I','SYO1'","CVCL_7146","Biphasic synovial sarcoma","C4279","Cancer cell line","ACH-001275","Female","19Y",NA,"155827","SYO1","collaborator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","TC-71","TC-71","Bone","Bone","bone","Ewing sarcoma","Ewing sarcoma","CVCL_2213","CVCL_2213","ACH-000424","Cancer cell line","Male","22Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TC71_1567_2019","'TC71','GM11654'","C4817","'TC71','GM11654'","CVCL_2213","Ewing sarcoma","C4817","Cancer cell line","ACH-000424","Male","22Y",NA,"1180","TC71","ccle;public","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","TE 441.T","TE 441.T","Soft Tissue","Soft Tissue","soft_tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","CVCL_1754","CVCL_1754","ACH-000772","Cancer cell line","Female","14Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TE441.T_1573_2019","'TE-441-T','TE441T'","C3359","'TE-441-T','TE441T'","CVCL_1754","Rhabdomyosarcoma","C3359","Cancer cell line","ACH-000772","Female","14Y",NA,"1192","TE441T","ccle;public","soft_tissue","rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","TE 617.T","TE 617.T","Soft Tissue","Soft Tissue","soft_tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","CVCL_1755","CVCL_1755","ACH-000051","Cancer cell line","Female","1Y8M",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TE617.T_1574_2019","'TE-617-T','TE617T'","C3359","'TE-617-T','TE617T'","CVCL_1755","Rhabdomyosarcoma","C3359","Cancer cell line","ACH-000051","Female","1Y8M",NA,"1195","TE617T","ccle;public","soft_tissue","rhabdomyosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CTRPv2_2015","SE","U2OS","U2OS","Bone","Bone","bone","Osteosarcoma","Osteosarcoma","CVCL_0042","CVCL_0042","ACH-000364","Cancer cell line","Female","15Y",NA,"Cancer cell line",NA,1,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U2OS_1619_2019","'U-2 OS','U-2OS','U-2-OS','U2-OS','U20-S','U20S','2T'","C9145","'U-2 OS','U-2OS','U-2-OS','U2-OS','U20-S','U20S','2T'","CVCL_0042","Osteosarcoma","C9145","Cancer cell line","ACH-000364","Female","15Y",NA,"1226","U2OS","ccle;public","bone","osteosarcoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
